id,D_H,EC,EO,VE,PH,WA,NF,GLR,VC,TDS,TRS,TWS
3062,-0.00081074546,-0.0031899482,0.0015218494,-0.03819027,-0.00027955536,0.010268504,-0.00029482355,-0.1111221,0.00096898706,-0.008326279,0.020383852,-0.042828172
1011,-0.0034437305,0.0018933323,-0.012637127,0.020403732,0.0012485294,0.008885368,-0.00386525,0.06457634,-0.008623598,-0.0021695879,0.021472218,0.077458404
3286,-0.011746296,-0.0034768428,0.0038979703,-0.032909285,-0.0050368384,-0.0022762208,0.00090111536,-0.11777656,-0.045979396,-0.009290074,0.04644665,-0.064353704
2515,0.0052588494,-0.0017744101,0.0019783224,0.00651194,0.0029396913,0.00020694357,0.00070175214,0.051443536,-0.022825733,-0.0027924723,-0.034453478,-0.031981625
1220,0.024785986,-0.0026899672,-0.008687381,-0.014271632,-0.00024937818,0.0141592445,0.0021265177,-0.04561443,0.006207143,-0.0064021107,-0.012861508,-0.023261398
3603,-1.2961652e-05,-0.007253284,0.0016440087,-0.033943895,-0.0014808264,-0.0034326438,-0.00047252933,-0.094195925,0.0025410259,-0.0068936255,0.00048249078,-0.048212428
2471,0.035835758,0.012223895,-0.005227423,0.05129975,0.0029849047,0.013610391,0.0013946717,0.20902282,0.006366962,-0.002402544,0.034294415,0.032586973
1585,0.024486024,0.004114921,-0.008403045,-0.021546189,-0.004677796,0.012362892,0.002167449,-0.05127606,0.0062573333,-0.0057856515,-0.012611517,-0.030220482
421,-0.0005320528,-0.0011596917,0.0020968858,-0.025149968,0.00015529404,0.00020061109,0.0018601794,-0.08306111,0.011118792,0.05665811,0.00219768,0.10391762
3614,-0.00801313,-0.01346469,0.0010617144,-0.031398695,-0.00012209413,0.008514805,-0.0005902308,-0.10989568,0.012840109,-0.007753863,-0.020786496,-0.041503195
801,0.012132591,-0.00050730706,0.0034063295,-0.00021098163,-0.0036292267,-0.0029354452,-0.00027752807,-0.052657478,-0.023417689,-0.00600304,0.036953397,-0.049837224
628,-0.0022434948,0.005825616,0.0013233054,-0.03284602,-0.0006097806,-0.00085681403,0.0012248398,-0.119341716,0.016719108,0.026362782,0.07564511,-0.010424967
403,-0.011998465,0.01790736,0.0023818638,0.051448714,0.0045227874,-0.0016389136,0.0018456224,0.14193392,0.0028143045,-0.00054737774,0.078766584,0.20646468
